qmin=3.565e-06,qmax=10.0
k 	 pk  
1.4457e-05	67.13299999985969
1.4665e-05	68.05999999985363
1.4876e-05	68.99999999984732
1.509e-05	69.95299999984071
1.5307e-05	70.91899999983384
1.5527e-05	71.89799999982667
1.5751e-05	72.89099999981916
1.5977e-05	73.89699999981138
1.6207e-05	74.91799999980321
1.644e-05	75.95199999979472
1.6677e-05	77.00099999978583
1.6917e-05	78.06399999977658
1.716e-05	79.14199999976695
1.7407e-05	80.23499999975688
1.7658e-05	81.34299999974637
1.7912e-05	82.4659999997354
1.8169e-05	83.604999999724
1.8431e-05	84.75899999971207
1.8696e-05	85.92999999969965
1.8965e-05	87.11599999968666
1.9238e-05	88.31899999967314
1.9515e-05	89.53899999965901
1.9795e-05	90.77499999964431
2.008e-05	92.02899999962891
2.0369e-05	93.29999999961288
2.0662e-05	94.58799999959618
2.096e-05	95.89399999957874
2.1261e-05	97.21799999956055
2.1567e-05	98.56099999954155
2.1877e-05	99.92199999952177
2.2192e-05	101.29999999950113
2.2511e-05	102.69999999947959
2.2835e-05	104.11999999945708
2.3164e-05	105.5599999994336
2.3497e-05	107.00999999940919
2.3835e-05	108.48999999938366
2.4178e-05	109.98999999935702
2.4526e-05	111.50999999932925
2.4879e-05	113.04999999930028
2.5237e-05	114.60999999927004
2.56e-05	116.18999999923852
2.5968e-05	117.79999999920561
2.6342e-05	119.41999999917135
2.6721e-05	121.06999999913555
2.7106e-05	122.73999999909819
2.7496e-05	124.4399999990592
2.7891e-05	126.15999999901858
2.8292e-05	127.89999999897621
2.87e-05	129.65999999893197
2.9112e-05	131.44999999888591
2.9531e-05	133.26999999883776
2.9956e-05	135.1099999987876
3.0387e-05	136.97999999873517
3.0824e-05	138.86999999868058
3.1268e-05	140.77999999862365
3.1718e-05	142.7299999985641
3.2174e-05	144.6999999985021
3.2637e-05	146.6999999984374
3.3107e-05	148.7199999983699
3.3583e-05	150.77999999829947
3.4066e-05	152.85999999822604
3.4556e-05	154.96999999814946
3.5054e-05	157.10999999806944
3.5558e-05	159.27999999798612
3.607e-05	161.47999999789906
3.6589e-05	163.70999999780832
3.7115e-05	165.96999999771373
3.7649e-05	168.259999997615
3.8191e-05	170.579999997512
3.874e-05	172.93999999740453
3.9298e-05	175.3299999972923
3.9863e-05	177.74999999717545
4.0437e-05	180.19999999705345
4.1018e-05	182.68999999692628
4.1609e-05	185.20999999679347
4.2207e-05	187.76999999665503
4.2815e-05	190.35999999651048
4.3431e-05	192.98999999635976
4.4056e-05	195.64999999620258
4.4689e-05	198.35999999603857
4.5332e-05	201.08999999586763
4.5985e-05	203.86999999568891
4.6646e-05	206.68999999550275
4.7317e-05	209.53999999530862
4.7998e-05	212.42999999510602
4.8689e-05	215.3699999948944
4.9389e-05	218.33999999467406
5.01e-05	221.34999999444412
5.0821e-05	224.40999999420401
5.1552e-05	227.50999999395367
5.2294e-05	230.6499999936925
5.3046e-05	233.82999999342027
5.381e-05	237.05999999313588
5.4584e-05	240.33999999283927
5.5369e-05	243.64999999253033
5.6166e-05	247.01999999220746
5.6974e-05	250.42999999187094
5.7794e-05	253.88999999151972
5.8625e-05	257.38999999115373
5.9469e-05	260.9499999907713
6.0324e-05	264.5499999903731
6.1192e-05	268.19999998995735
6.2073e-05	271.8999999895235
6.2966e-05	275.6599999890709
6.3872e-05	279.459999988599
6.4791e-05	283.3199999881066
6.5723e-05	287.2299999875931
6.6669e-05	291.19999998705686
6.7628e-05	295.219999986498
6.8601e-05	299.28999998591513
6.9588e-05	303.42999998530644
7.0589e-05	307.60999998467236
7.1605e-05	311.8599999840101
7.2635e-05	316.16999998331937
7.368e-05	320.52999998259924
7.4741e-05	324.959999981847
7.5816e-05	329.43999998106364
7.6907e-05	333.9899999802456
7.8013e-05	338.5999999793927
7.9136e-05	343.2699999785027
8.0274e-05	348.0099999775745
8.1429e-05	352.81999997660563
8.2601e-05	357.6899999755951
8.379e-05	362.62999997454057
8.4995e-05	367.62999997344184
8.6218e-05	372.7099999722945
8.7459e-05	377.84999997109793
8.8717e-05	383.0699999698496
8.9993e-05	388.34999996854856
9.1288e-05	393.7099999671901
9.2602e-05	399.1499999657723
9.3934e-05	404.6599999642945
9.5286e-05	410.23999996275256
9.6657e-05	415.8999999611442
9.8047e-05	421.64999995946584
9.9458e-05	427.4599999577161
0.00010089	433.3599999558891
0.00010234	439.3499999539848
0.00010381	445.4099999520004
0.00010531	451.5599999499212
0.00010682	457.7899999477639
0.00010836	464.1099999455047
0.00010992	470.50999994315106
0.0001115	476.99999994069816
0.0001131	483.589999938141
0.00011473	490.2599999354672
0.00011638	497.02999993268077
0.00011806	503.87999992976836
0.00011976	510.839999926733
0.00012148	517.8899999235729
0.00012323	525.0299999202708
0.000125	532.2799999168312
0.0001268	539.6199999132386
0.00012862	547.0699999094977
0.00013047	554.609999905592
0.00013235	562.2699999015099
0.00013425	570.0199998972648
0.00013619	577.8899998928146
0.00013815	585.8599998881863
0.00014013	593.9399998833717
0.00014215	602.1299998783298
0.00014419	610.439999873085
0.00014627	618.8599998675954
0.00014837	627.3999998618863
0.00015051	636.049999855914
0.00015267	644.8199998497047
0.00015487	653.719999843207
0.0001571	662.7299998364355
0.00015936	671.8699998293745
0.00016165	681.1399998220132
0.00016398	690.5299998143205
0.00016634	700.0499998063032
0.00016873	709.7099997979469
0.00017116	719.4899997892201
0.00017362	729.4099997801274
0.00017612	739.4699997706292
0.00017865	749.6699997607366
0.00018122	759.9999997504108
0.00018383	770.4799997396279
0.00018648	781.0999997283741
0.00018916	791.8699997166568
0.00019188	802.7799997044328
0.00019464	813.8499996916751
0.00019744	825.0599996783708
0.00020028	836.4299996644903
0.00020317	847.9599996499787
0.00020609	859.64999963488
0.00020905	871.4899996191424
0.00021206	883.499999602695
0.00021511	895.6699995855527
0.00021821	908.0099995676455
0.00022135	920.5199995489837
0.00022453	933.1999995295392
0.00022776	946.0499995092401
0.00023104	959.0799994880481
0.00023436	972.2899994659734
0.00023774	985.6799994428906
0.00024116	999.2499994188547
0.00024463	1012.999999393782
0.00024815	1026.9999993675897
0.00025172	1041.0999993403282
0.00025534	1055.399999311895
0.00025901	1069.999999282178
0.00026274	1084.6999992512067
0.00026652	1099.599999218922
0.00027036	1114.6999991852153
0.00027425	1130.099999150017
0.00027819	1145.599999113424
0.00028219	1161.3999990751636
0.00028625	1177.3999990352493
0.00029037	1193.4999989937037
0.00029455	1209.9999989502076
0.00029879	1226.5999989049471
0.00030309	1243.4999988576767
0.00030745	1260.499998808506
0.00031187	1277.8999987570776
0.00031636	1295.3999987035165
0.00032091	1313.1999986476242
0.00032553	1331.2999985892243
0.00033021	1349.599998528414
0.00033496	1368.0999984650161
0.00033978	1386.8999983988178
0.00034467	1405.8999983298272
0.00034963	1425.1999982578193
0.00035466	1444.7999981826767
0.00035977	1464.5999981043028
0.00036494	1484.6999980226587
0.00037019	1505.0999979374012
0.00037552	1525.799997848389
0.00038092	1546.6999977557377
0.0003864	1567.8999976590476
0.00039196	1589.399997558163
0.0003976	1611.1999974529224
0.00040332	1633.2999973431597
0.00040913	1655.599997228735
0.00041501	1678.2999971094087
0.00042098	1701.2999969848854
0.00042704	1724.599996854965
0.00043319	1748.1999967194402
0.00043942	1772.0999965782532
0.00044574	1796.399996430838
0.00045215	1820.9999962771542
0.00045866	1845.8999961167988
0.00046526	1871.0999959496883
0.00047195	1896.6999957753512
0.00047874	1922.5999955935545
0.00048563	1948.8999954037827
0.00049262	1975.499995205966
0.00049971	2002.4999949995556
0.0005069	2029.7999947844773
0.00051419	2057.4999945601476
0.00052159	2085.599994325997
0.00052909	2113.999994082148
0.00053671	2142.899993827213
0.00054443	2172.0999935618083
0.00055226	2201.6999932850104
0.00056021	2231.6999929961385
0.00056827	2262.0999926949826
0.00057644	2292.8999923810816
0.00058474	2324.0999920534164
0.00059315	2355.699991712013
0.00060169	2387.699991355789
0.00061034	2420.199990984394
0.00061913	2453.099990596729
0.00062803	2486.3999901930993
0.00063707	2520.0999897719676
0.00064624	2554.299989332576
0.00065553	2588.99998887456
0.00066497	2624.0999883966206
0.00067453	2659.6999878986117
0.00068424	2695.6999873791538
0.00069408	2732.199986837707
0.00070407	2769.199986272672
0.0007142	2806.5999856840485
0.00072448	2844.5999850695116
0.0007349	2882.999984429551
0.00074548	2921.9999837612645
0.0007562	2961.3999830655766
0.00076708	3001.3999823394106
0.00077812	3041.8999815821862
0.00078932	3082.899980792729
0.00080067	3124.3999799703324
0.00081219	3166.4999791121004
0.00082388	3209.099978217327
0.00083573	3252.199977285183
0.00084776	3295.9999763117467
0.00085995	3340.199975298754
0.00087233	3385.0999742407557
0.00088488	3430.4999731387525
0.00089761	3476.4999719897105
0.00091053	3523.0999707912156
0.00092363	3570.1999695428963
0.00093692	3617.999968240505
0.0009504	3666.3999668828696
0.00096407	3715.3999654679214
0.00097794	3764.9999639927955
0.00099201	3815.199962455233
0.0010063	3865.99996085135
0.0010208	3917.499959178371
0.0010355	3969.6999574344845
0.0010504	4022.4999556181424
0.0010655	4075.8999537267055
0.0010808	4130.099951755119
0.0010963	4184.799949703992
0.0011121	4240.299947557394
0.0011281	4296.499945322328
0.0011444	4353.299942986948
0.0011608	4410.899940565035
0.0011775	4469.09993803565
0.0011945	4528.0999353917005
0.0012116	4587.799932652264
0.0012291	4648.199929780256
0.0012468	4709.299926793451
0.0012647	4771.199923686274
0.0012829	4833.899920442107
0.0013014	4897.199917058967
0.0013201	4961.399913539469
0.0013391	5026.299909868951
0.0013583	5091.999906053676
0.0013779	5158.499902060286
0.0013977	5225.799897910586
0.0014178	5293.799893586319
0.0014382	5362.699889076883
0.0014589	5432.399884377385
0.0014799	5502.799879482958
0.0015012	5574.1998743797485
0.0015228	5646.29986906683
0.0015447	5719.299863531893
0.0015669	5793.0998577692235
0.0015895	5867.799851749433
0.0016124	5943.299845484083
0.0016356	6019.699838961748
0.0016591	6096.899832175952
0.001683	6174.999825093806
0.0017072	6254.099817722267
0.0017317	6333.999810056968
0.0017567	6414.699802042689
0.0017819	6496.399793728414
0.0018076	6578.999785036588
0.0018336	6662.499776000826
0.00186	6746.899766584251
0.0018867	6832.299756794933
0.0019139	6918.599746570772
0.0019414	7005.799735949025
0.0019693	7093.8997248884525
0.0019977	7182.999713340462
0.0020264	7272.999701349028
0.0020556	7363.999688834822
0.0020851	7455.899675844165
0.0021151	7548.799662293268
0.0021456	7642.699648160719
0.0021765	7737.599633458117
0.0022078	7833.3996181702605
0.0022395	7930.19960227191
0.0022718	8027.899585674051
0.0023044	8126.699568451164
0.0023376	8226.399550478769
0.0023712	8327.199531795746
0.0024054	8428.899512308144
0.00244	8531.699492056723
0.0024751	8635.399470985047
0.0025107	8740.099449057809
0.0025468	8845.7994262446
0.0025834	8952.599402507474
0.0026206	9060.299377779898
0.0026583	9169.09935206017
0.0026966	9278.79932527802
0.0027354	9389.599297431361
0.0027747	9501.399268491034
0.0028147	9614.199238311568
0.0028552	9727.999206957222
0.0028962	9842.799174388485
0.0029379	9958.599140447739
0.0029802	10074.99910517964
0.0030231	10192.999068448153
0.0030666	10311.999030255898
0.0031107	10431.998990552316
0.0031554	10552.998949285418
0.0032008	10673.998906435878
0.0032469	10796.998861741491
0.0032936	10920.998815311721
0.003341	11045.99876701451
0.0033891	11170.998716899148
0.0034378	11297.99866474947
0.0034873	11425.99861045437
0.0035375	11553.998554143363
0.0035884	11683.998495496451
0.00364	11813.99843469236
0.0036924	11944.998371440579
0.0037455	12077.998305605248
0.0037994	12210.998237288506
0.0038541	12344.99816626312
0.0039095	12479.998092533202
0.0039658	12615.99801580997
0.0040228	12752.9979361924
0.0040807	12889.99785354288
0.0041394	13028.99776752894
0.004199	13167.997678270987
0.0042594	13307.997585597868
0.0043207	13448.997489280597
0.0043828	13590.99738931378
0.0044459	13732.997285531806
0.0045099	13875.997177733174
0.0045748	14019.997065783242
0.0046406	14164.99694954373
0.0047073	14309.996829094202
0.0047751	14455.996703803969
0.0048438	14601.996574020981
0.0049135	14749.996438984299
0.0049842	14897.996299002107
0.0050559	15045.996153923192
0.0051286	15194.99600332988
0.0052024	15343.995847152217
0.0052773	15493.995684937823
0.0053532	15644.995516652069
0.0054302	15795.995342222792
0.0055084	15946.995161286954
0.0055876	16098.99497368792
0.005668	16250.994779168177
0.0057496	16402.99457751353
0.0058323	16555.99436835781
0.0059162	16708.994151613348
0.0060013	16861.993927050335
0.0060877	17015.993693856035
0.0061753	17168.993452718114
0.0062641	17322.99320263823
0.0063543	17476.99294329068
0.0064457	17629.99267525687
0.0065384	17783.992397221664
0.0066325	17937.992109065446
0.0067279	18090.991811176118
0.0068247	18244.991502114066
0.0069229	18397.991182476475
0.0070225	18550.99085148269
0.0071236	18703.990508530987
0.0072261	18855.990154055333
0.00733	19007.98978721343
0.0074355	19159.989407078825
0.0075425	19308.98901524698
0.007651	19459.988608547257
0.0077611	19609.98818798414
0.0078728	19758.987753181988
0.007986	19907.98730343895
0.008101	20055.986838013447
0.0082175	20202.986357462927
0.0083357	20348.985860727225
0.0084557	20493.985347028356
0.0085773	20637.984816613447
0.0087008	20781.98426721717
0.0088259	20923.983700940425
0.0089529	21063.983116280073
0.0090818	21203.982511140704
0.0092124	21341.981887412163
0.009345	21478.98124260691
0.0094794	21613.980577879203
0.0096158	21747.979891023468
0.0097542	21878.979183362768
0.0098945	22009.97845197178
0.010037	22137.97769788696
0.010181	22264.976921724723
0.010328	22388.976118207353
0.010476	22511.97529386437
0.010627	22631.974440988677
0.01078	22749.97356260436
0.010935	22865.972658174058
0.011092	22978.97172838749
0.011252	23089.970766345832
0.011414	23198.96977650261
0.011578	23303.968760989363
0.011745	23406.967711230267
0.011914	23506.966633389584
0.012085	23603.965527038185
0.012259	23697.96438594223
0.012435	23788.9632152821
0.012614	23873.962013393557
0.012796	23958.9607701367
0.01298	24038.959499030763
0.013167	24116.95818842011
0.013356	24189.95684925465
0.013548	24259.955471222318
0.013743	24325.954055515263
0.013941	24387.952601606874
0.014142	24445.95110898664
0.014345	24499.949584190752
0.014552	24549.94801280221
0.014761	24594.94641072097
0.014973	24635.944768433914
0.015189	24672.94307804312
0.015407	24704.94135641552
0.015629	24731.93958829545
0.015854	24753.93778106851
0.016082	24771.9359320799
0.016313	24783.93404640168
0.016548	24791.932110596466
0.016786	24793.9301380952
0.017028	24790.928117909534
0.017273	24782.926058411722
0.017521	24770.92395675313
0.017773	24751.921813622474
0.018029	24727.919623042348
0.018288	24696.917400788483
0.018552	24661.915119287325
0.018818	24619.912816518437
0.019089	24572.91045862785
0.019364	24519.90805887795
0.019643	24460.905618037577
0.019925	24395.903146699977
0.020212	24324.900626510356
0.020503	24247.89806816703
0.020798	24165.89546854882
0.021097	24076.892837506097
0.0214	23981.890172284286
0.021708	23880.88746409414
0.022021	23774.88470949369
0.022338	23661.881930169522
0.022659	23542.879123419258
0.022985	23417.87628063832
0.023316	23287.87339842598
0.023651	23150.87050065956
0.023991	23009.8675621657
0.024337	22861.86459115974
0.024687	22708.861600882457
0.025042	22549.858588995612
0.025402	22385.855552203364
0.025768	22216.852481870555
0.026139	22042.849392307544
0.026515	21863.84628673234
0.026896	21679.843168571148
0.027283	21490.840029738833
0.027676	21297.836866256104
0.028074	21100.833693234443
0.028478	20898.83051053209
0.028888	20693.827305866966
0.029303	20484.824103064213
0.029725	20272.820873504905
0.030152	20056.817653996528
0.030586	19838.814406349382
0.031026	19617.811155554144
0.031473	19393.807893737012
0.031926	19168.804617229885
0.032385	18940.801350064015
0.032851	18711.798063393468
0.033324	18481.794760567038
0.033803	18250.791457452382
0.03429	18019.78812134682
0.034783	17787.784791922866
0.035283	17556.781436007517
0.035791	17324.778068919735
0.036306	17094.774667907608
0.036828	16864.77126128906
0.037358	16636.767812293547
0.037896	16409.764336563687
0.038441	16185.760819548746
0.038994	15962.75727931642
0.039555	15742.753687259832
0.040124	15525.750043445594
0.040702	15311.74633542383
0.041287	15101.742571030047
0.041881	14894.73874128619
0.042484	14691.734827916627
0.043095	14492.73084154329
0.043715	14298.726748545765
0.044344	14108.722564715232
0.044982	13922.718287607555
0.045629	13742.71387294336
0.046286	13566.709344547198
0.046952	13395.704689733931
0.047628	13229.699890593287
0.048313	13068.694954023435
0.049008	12912.689861348263
0.049713	12760.684630792897
0.050428	12614.679206750216
0.051154	12472.673619323334
0.05189	12335.667848777472
0.052637	12203.661874098203
0.053394	12075.655727900545
0.054162	11950.649419898817
0.054941	11829.64291524455
0.055732	11712.636193331384
0.056534	11597.62932303939
0.057347	11485.622268609162
0.058172	11375.615044768447
0.059009	11267.607648075722
0.059858	11160.600110747915
0.06072	11053.592455553026
0.061593	10947.584673859546
0.06248	10840.576802679474
0.063379	10732.568875035171
0.06429	10623.560897470981
0.065215	10512.552892014677
0.066154	10398.544913143227
0.067106	10281.536989834687
0.068071	10160.529184609704
0.069051	10035.52149085313
0.070044	9906.913938835924
0.071052	9773.006608379748
0.072074	9633.999533338982
0.073111	9489.892730957903
0.074163	9340.286256064124
0.07523	9185.380133841349
0.076313	9025.174387963698
0.077411	8859.669071708273
0.078524	8689.364195670829
0.079654	8514.459760848802
0.0808	8335.555783806112
0.081963	8153.152258265561
0.083142	7967.849196043639
0.084339	7780.546544833862
0.085552	7591.844321593195
0.086783	7402.9424420082105
0.088032	7214.540877892922
0.089298	7027.639584342711
0.090583	6843.038486502709
0.091886	6661.937506406245
0.093209	6485.036560886797
0.09455	6313.3355813529015
0.09591	6147.634469810147
0.09729	5988.633128439758
0.09869	5837.031462020388
0.10011	5693.329385247055
0.10155	5557.826824974006
0.10301	5430.823701457961
0.10449	5312.619927984739
0.106	5203.015356349896
0.10752	5101.910157011045
0.10907	5008.804103951488
0.11064	4923.397279730174
0.11223	4844.989707355292
0.11385	4772.681333422706
0.11548	4705.7724137380765
0.11714	4643.062845436187
0.11883	4583.552730580624
0.12054	4525.942337706801
0.12227	4469.0318319018825
0.12403	4411.421319407604
0.12582	4352.010992861115
0.12763	4289.901143199883
0.12947	4223.991894819074
0.13133	4153.683528786327
0.13322	4078.276140920557
0.13513	3997.370008916862
0.13708	3910.9650243885358
0.13905	3819.1614974560766
0.14105	3722.659299437526
0.14308	3622.0584204097568
0.14514	3518.3587578570227
0.14723	3413.0600819382457
0.14935	3307.162241212289
0.1515	3202.064969693224
0.15367	3099.1680615036644
0.15589	2999.770916321963
0.15813	2905.073492729989
0.1604	2816.075382408504
0.16271	2733.4762288270044
0.16505	2657.9758288150665
0.16743	2589.5739680229935
0.16984	2528.1706281751917
0.17228	2473.365786227362
0.17476	2424.4594313655875
0.17727	2380.651770886198
0.17982	2340.7429929299474
0.18241	2303.433441667673
0.18504	2267.223574230619
0.1877	2231.0138465639097
0.1904	2193.304735516426
0.19314	2153.296604647996
0.19592	2109.989932364534
0.19874	2063.084970258662
0.2016	2012.3819502315243
0.2045	1958.280870775133
0.20744	1901.3816336815007
0.21042	1842.5839862554478
0.21345	1783.1873786322715
0.21652	1724.3914000880889
0.21964	1667.2954737828263
0.2228	1612.99911105852
0.226	1562.5017327708392
0.22926	1516.4027669723944
0.23255	1474.7022726635419
0.2359	1437.3998814634504
0.23929	1404.0957886835822
0.24274	1373.8902281318062
0.24623	1345.9836932458484
0.24977	1319.276711747774
0.25337	1292.6698866032866
0.25701	1265.2639646805621
0.26071	1236.459296595345
0.26446	1205.8563400401085
0.26827	1173.255318392598
0.27213	1139.2560144887987
0.27604	1104.2582557374558
0.28001	1069.161388880931
0.28404	1034.6649087536
0.28813	1001.7679979469294
0.29228	970.8902374144147
0.29648	942.4811911437926
0.30075	916.550599784864
0.30507	892.8886222398768
0.30946	871.0154682219946
0.31392	850.3016507105746
0.31843	830.087883398483
0.32301	809.7846665277601
0.32766	788.9625065092716
0.33238	767.4317000914606
0.33716	745.2823047107017
0.34201	722.8040353780343
0.34693	700.416468225393
0.35192	678.6090377583859
0.35699	657.8111388321252
0.36212	638.2525047944641
0.36733	620.012843764555
0.37262	602.9822038656172
0.37798	586.860959096779
0.38342	571.3094951244996
0.38893	555.9783543493205
0.39453	540.6078674215033
0.40021	525.1282384349179
0.40597	509.5794612656206
0.41181	494.12132117642284
0.41773	479.02338235806616
0.42374	464.46527747063203
0.42984	450.5966970345546
0.43602	437.45754335878087
0.4423	424.9279029130829
0.44866	412.8680768876393
0.45512	401.1083063970082
0.46166	389.49897573969804
0.46831	378.0000822002907
0.47505	366.6316788204209
0.48188	355.4935551711059
0.48881	344.67546427375726
0.49585	334.25716007219535
0.50298	324.2586231816946
0.51022	314.6398484857026
0.51756	305.34099167040466
0.52501	296.2622695517332
0.53256	287.383764768286
0.54022	278.67553199668396
0.548	270.15748686654064
0.55588	261.8895031100816
0.56388	253.88147209080194
0.57199	246.1533349584687
0.58022	238.67513358382243
0.58857	231.42691307860974
0.59704	224.36879513271884
0.60563	217.48084231717996
0.61434	210.7730108899816
0.62318	204.2552257977812
0.63215	197.92747238818018
0.64124	191.8096764656048
0.65047	185.8818468419839
0.65983	180.12407405621505
0.66932	174.53634188788945
0.67895	169.08874705719123
0.68872	163.8111402944599
0.69863	158.68359773835002
0.70868	153.71605408949918
0.71888	148.89851790250225
0.72922	144.22104487083297
0.73972	139.68357650678593
0.75036	135.27619249688394
0.76116	130.99883635997074
0.77211	126.85151119583307
0.78322	122.83417805571108
0.79449	118.93687893710367
0.80592	115.15959598403757
0.81751	111.49237576725277
0.82928	107.93516592723297
0.84121	104.47805545028818
0.85331	101.14086726894449
0.86559	97.89378011604444
0.87804	94.74970009694086
0.89068	91.70162779513096
0.90349	88.74660183881844
0.91649	85.88159609647332
0.92968	83.1056011630621
0.94305	80.41563928617589
0.95662	77.80868771996813
0.97039	75.28175607728872
0.98435	72.83285966289318
0.99851	70.45998458061294
1.0129	68.16109046499727
1.0275	65.93321843167581
1.0422	63.77550692361836
1.0572	61.68470028466655
1.0724	59.65893691071204
1.0879	57.69708288176054
1.1035	55.79640666811705
1.1194	53.95565160362921
1.1355	52.172947311684226
1.1518	50.446298663158004
1.1684	48.77458388336333
1.1852	47.155926931350706
1.2023	45.58822472082052
1.2196	44.070584068046664
1.2371	42.60101261385532
1.2549	41.179384777242625
1.273	39.801746611555025
1.2913	38.468182392100154
1.3099	37.17758864005966
1.3287	35.92906040483754
1.3479	34.719440155157166
1.3672	33.54899243846396
1.3869	32.41643716715067
1.4069	31.32086859327864
1.4271	30.260393934405254
1.4476	29.233925869511733
1.4685	28.24136297192066
1.4896	27.279918017817142
1.511	26.35046661996244
1.5328	25.45193286644774
1.5548	24.581524723986355
1.5772	23.740045754931565
1.5999	22.925603045194006
1.6229	22.13817730644455
1.6463	21.376703606090864
1.67	20.640261638881952
1.694	19.927858829782295
1.7184	19.239408597453846
1.7431	18.573017221245667
1.7682	17.928601839318738
1.7936	17.30620716344493
1.8194	16.703814160900645
1.8456	16.121406793366045
1.8721	15.559025297743739
1.8991	15.014602693370158
1.9264	14.488238119782435
1.9541	13.979855288826004
1.9822	13.488472709771669
2.0108	13.013058859637985
2.0397	12.553702100604605
2.069	12.110329652658177
2.0988	11.681914307283472
2.129	11.266576189940784
2.1596	10.866210039488715
2.1907	10.479793338678588
2.2222	10.10544878085526
2.2542	9.744067439765837
2.2866	9.395389197680572
2.3195	9.058212956514044
2.3529	8.732428341989918
2.3868	8.417734835496697
2.4211	8.113776895946085
2.4559	7.820213483830091
2.4913	7.536613245137199
2.5271	7.262846810272014
2.5635	6.998353230607237
2.6004	6.742872014227042
2.6378	6.4962921138297665
2.6757	6.258129130918871
2.7142	6.028239612041939
2.7533	5.806236075596253
2.7929	5.5918562013357915
2.8331	5.38495906893301
2.8739	5.185159388441074
2.9152	4.9923782929023846
2.9572	4.806264868241897
2.9997	4.626677114473147
3.0429	4.453268371056057
3.0866	4.285986121483787
3.1311	4.124461652865662
3.1761	3.968757664966255
3.2218	3.8183541360587485
3.2682	3.673326881627249
3.3152	3.5334141013078786
3.3629	3.398397060749011
3.4113	3.26817139152466
3.4603	3.142565400198622
3.5101	3.0214309094311793
3.5606	2.9045096202507565
3.6119	2.7918541905398477
3.6638	2.6831383274698988
3.7166	2.578375266642659
3.77	2.477346423844501
3.8243	2.3798937381574934
3.8793	2.2859535638936914
3.9351	2.1954924184516047
3.9917	2.1081529870662306
4.0492	2.024075643231674
4.1074	1.943023475964293
4.1665	1.8648656124266727
4.2265	1.7895888006845544
4.2873	1.7171099525992757
4.349	1.6472333552605483
4.4116	1.5798634047783466
4.475	1.515082334351687
4.5394	1.4526026690702245
4.6047	1.3925064048378841
4.671	1.3345243678289498
4.7382	1.278817267710738
4.8064	1.22511872217282
